,TBL_ID,CODE1,SCR_MN1,SCR_ENG1,DTVAL_CO,PERIOD,Sector
22,DT_NSO_0500_022V1,1,ДНБ,GDP,20264989.5,2022-09-30,GDP
23,DT_NSO_0500_022V1,101,Хөдөө аж ахуй ойн аж ахуй загас барилт ан агнуур,"Agriculture, forestry and fishing, hunting",3374134.8,2022-09-30,Agriculture
24,DT_NSO_0500_022V1,102,"Уул уурхай, олборлолт",Mining and quarrying,2131781.7,2022-09-30,Mining
25,DT_NSO_0500_022V1,103,Боловсруулах үйлдвэрлэл,Processing industries,1354505.3,2022-09-30,Industry
26,DT_NSO_0500_022V1,104,"Цахилгаан, хий, уур, агааржуулалт","Electricity, gas, steam, air conditioning supply",521999.1,2022-09-30,Electricity
27,DT_NSO_0500_022V1,105,Барилга,Construction,391923.7,2022-09-30,Construction
28,DT_NSO_0500_022V1,106,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",Wholesale and retail trade; repair of motor vehicles and motorcycles,2184702.0,2022-09-30,Trade
29,DT_NSO_0500_022V1,107,Тээвэр ба агуулахын үйл ажиллагаа,Transportation and storage,707866.6,2022-09-30,Transportation
30,DT_NSO_0500_022V1,108,"Мэдээлэл, холбоо",Information and communication,600193.0,2022-09-30,Information
31,DT_NSO_0500_022V1,109,Үйлчилгээний бусад үйл ажиллагаа,Service,5924657.7,2022-09-30,Service
32,DT_NSO_0500_022V1,110,Бүтээгдэхүүний цэвэр татвар,Taxes less subsidies on products,3073225.6,2022-09-30,Taxes
55,DT_NSO_0500_022V1,1,ДНБ,GDP,12791019.0,2022-06-30,GDP
56,DT_NSO_0500_022V1,101,Хөдөө аж ахуй ойн аж ахуй загас барилт ан агнуур,"Agriculture, forestry and fishing, hunting",2185829.8,2022-06-30,Agriculture
57,DT_NSO_0500_022V1,102,"Уул уурхай, олборлолт",Mining and quarrying,1149246.6,2022-06-30,Mining
58,DT_NSO_0500_022V1,103,Боловсруулах үйлдвэрлэл,Processing industries,813775.1,2022-06-30,Industry
59,DT_NSO_0500_022V1,104,"Цахилгаан, хий, уур, агааржуулалт","Electricity, gas, steam, air conditioning supply",392027.0,2022-06-30,Electricity
60,DT_NSO_0500_022V1,105,Барилга,Construction,194312.7,2022-06-30,Construction
61,DT_NSO_0500_022V1,106,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",Wholesale and retail trade; repair of motor vehicles and motorcycles,1374744.4,2022-06-30,Trade
62,DT_NSO_0500_022V1,107,Тээвэр ба агуулахын үйл ажиллагаа,Transportation and storage,307807.5,2022-06-30,Transportation
63,DT_NSO_0500_022V1,108,"Мэдээлэл, холбоо",Information and communication,406284.7,2022-06-30,Information
